company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles
Ashford Data Ltd,ashford-data.example,Software,11-50,UK,Edinburgh,£1m-£10m,2008,Series A,Pipedrive,£25k-£100k,"[""LinkedIn Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Keystone Training Ltd,keystone-training.example,Education,11-50,UK,London,£10m-£50m,2007,Seed,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,6
Pennine Tutors BV,pennine-tutors.example,Education,1-10,NL,Eindhoven,under £1m,1995,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0
Stonebridge Tutors SAS,stonebridge-tutors.example,Education,201-1000,FR,Paris,£50m-£250m,1965,Series B,Salesforce,under £5k,"[""TikTok Ads""]",False,0
Riverside Education SAS,riverside-education.example,Education,1-10,FR,Paris,under £1m,2017,Seed,Pipedrive,none,[],False,0
Evergreen Haulage SAS,evergreen-haulage.example,Logistics,1-10,FR,Lille,under £1m,2019,Bootstrapped,Spreadsheet,none,[],False,0
Beacon Transport Inc,beacon-transport.example,Logistics,1-10,US,San Francisco,under £1m,2018,Bootstrapped,HubSpot,none,[],True,1
Oakridge Associates SAS,oakridge-associates.example,Professional services,51-200,FR,Lyon,£10m-£50m,2005,Series A,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Vantage Care Ltd,vantage-care.example,Healthcare,11-50,UK,Manchester,under £1m,2004,Series A,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Elmstead Clinics Inc,elmstead-clinics.example,Healthcare,1000+,US,Austin,£250m+,1967,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Nettlefield Associates Inc,nettlefield-associates.example,Professional services,1-10,US,San Francisco,under £1m,1998,Bootstrapped,Spreadsheet,under £5k,"[""Microsoft Ads""]",False,0
Fernhill Insurance SAS,fernhill-insurance.example,Financial services,1000+,FR,Paris,£250m+,2001,Private equity,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,62
Silverline Legal Inc,silverline-legal.example,Professional services,11-50,US,Austin,£1m-£10m,2004,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0
Pebble Goods Ltd,pebble-goods.example,Retail,51-200,UK,Edinburgh,£10m-£50m,2009,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",True,7
Driftwood College BV,driftwood-college.example,Education,11-50,NL,Amsterdam,£1m-£10m,2024,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,6
Stonebridge Goods Inc,stonebridge-goods.example,Retail,51-200,US,San Francisco,£10m-£50m,2023,Bootstrapped,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,8
Glenmoor Wealth BV,glenmoor-wealth.example,Financial services,201-1000,NL,Utrecht,£250m+,1971,Series C+,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,22
Cobalt Couriers SAS,cobalt-couriers.example,Logistics,11-50,FR,Lyon,£1m-£10m,2014,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Nettlefield Haulage SAS,nettlefield-haulage.example,Logistics,11-50,FR,Lille,£1m-£10m,1995,Series A,HubSpot,under £5k,"[""Meta Ads""]",True,4
Clearwater Insurance SAS,clearwater-insurance.example,Financial services,1-10,FR,Lille,under £1m,2012,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,2
Norfolk Components GmbH,norfolk-components.example,Manufacturing,201-1000,DE,Berlin,£250m+,2014,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,23
Thornbury Industries Inc,thornbury-industries.example,Manufacturing,11-50,US,Chicago,£1m-£10m,2008,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Ironbridge Capital BV,ironbridge-capital.example,Financial services,1-10,NL,Utrecht,under £1m,2016,Bootstrapped,Spreadsheet,none,[],False,0
Orchard Learning Ltd,orchard-learning.example,Education,51-200,UK,Edinburgh,£10m-£50m,2000,Bootstrapped,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,9
Foxglove College Ltd,foxglove-college.example,Education,1000+,UK,Leeds,£250m+,2016,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Lindenwood Dental Inc,lindenwood-dental.example,Healthcare,51-200,US,Boston,£10m-£50m,2003,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,5
Nimbus Freight GmbH,nimbus-freight.example,Logistics,1000+,DE,Berlin,£50m-£250m,2001,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,61
Lantern Advisory GmbH,lantern-advisory.example,Professional services,11-50,DE,Hamburg,£1m-£10m,1998,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0
Marigold Dental GmbH,marigold-dental.example,Healthcare,1-10,DE,Hamburg,under £1m,1998,Bootstrapped,Spreadsheet,none,[],True,4
Ivywood Legal SAS,ivywood-legal.example,Professional services,11-50,FR,Lille,£1m-£10m,1999,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,5
Cobalt Manufacturing Inc,cobalt-manufacturing.example,Manufacturing,11-50,US,Chicago,£1m-£10m,2006,Series A,HubSpot,none,[],False,0
Clearwater Partners Ltd,clearwater-partners.example,Financial services,1-10,UK,Bristol,under £1m,2015,Bootstrapped,Spreadsheet,none,[],False,0
Heron Pharma SAS,heron-pharma.example,Healthcare,51-200,FR,Toulouse,£50m-£250m,2021,Series C+,No CRM,under £5k,"[""TikTok Ads""]",False,0
Upland Cloud Ltd,upland-cloud.example,Software,51-200,UK,Edinburgh,£10m-£50m,1996,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Keystone College Inc,keystone-college.example,Education,11-50,US,New York,£1m-£10m,2007,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,8
Stonebridge Market Inc,stonebridge-market.example,Retail,11-50,US,Austin,£1m-£10m,2012,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Ashford Partners Ltd,ashford-partners.example,Financial services,1-10,UK,Edinburgh,under £1m,2001,Seed,Spreadsheet,under £5k,"[""Microsoft Ads""]",False,0
Alder College SAS,alder-college.example,Education,51-200,FR,Paris,£10m-£50m,2022,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Ironbridge Components Inc,ironbridge-components.example,Manufacturing,1-10,US,Austin,under £1m,2022,Seed,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,2
Vantage Health Inc,vantage-health.example,Healthcare,1-10,US,Austin,under £1m,2014,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",True,3
Marigold Transport BV,marigold-transport.example,Logistics,51-200,NL,Rotterdam,£10m-£50m,2007,Series A,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Norfolk Advisory Inc,norfolk-advisory.example,Professional services,51-200,US,Chicago,£10m-£50m,2020,Series C+,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Elmstead Industries Inc,elmstead-industries.example,Manufacturing,11-50,US,Chicago,£1m-£10m,1997,Series A,No CRM,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Quayside Works Inc,quayside-works.example,Manufacturing,1-10,US,Austin,under £1m,2001,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Nimbus Couriers Ltd,nimbus-couriers.example,Logistics,11-50,UK,London,£1m-£10m,2007,Series B,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Saltmarsh Consulting Ltd,saltmarsh-consulting.example,Professional services,1-10,UK,Birmingham,under £1m,2014,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Ironbridge Market Ltd,ironbridge-market.example,Retail,11-50,UK,Edinburgh,£1m-£10m,2002,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,4
Ironbridge Insurance Ltd,ironbridge-insurance.example,Financial services,11-50,UK,Leeds,£1m-£10m,1999,Bootstrapped,Spreadsheet,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,6
Lindenwood Capital Ltd,lindenwood-capital.example,Financial services,201-1000,UK,Birmingham,£50m-£250m,2005,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,16
Bramble Digital Ltd,bramble-digital.example,Software,201-1000,UK,Birmingham,£50m-£250m,1973,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,16
Falcon Tutors SAS,falcon-tutors.example,Education,1000+,FR,Lyon,£250m+,1972,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Quayside Training Ltd,quayside-training.example,Education,11-50,UK,Manchester,£1m-£10m,2007,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0
Ashford Dental Inc,ashford-dental.example,Healthcare,11-50,US,Seattle,£1m-£10m,2011,Bootstrapped,No CRM,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Foxglove Labs Ltd,foxglove-labs.example,Software,51-200,UK,Leeds,£10m-£50m,2008,Bootstrapped,Salesforce,under £5k,"[""Meta Ads""]",True,14
Hawthorn Dental Ltd,hawthorn-dental.example,Healthcare,201-1000,UK,Leeds,£50m-£250m,2016,Series B,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,17
Greystone Lending Ltd,greystone-lending.example,Financial services,1-10,UK,Leeds,under £1m,2009,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Dovecote Outfitters Inc,dovecote-outfitters.example,Retail,11-50,US,New York,£1m-£10m,2022,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Glenmoor Software Ltd,glenmoor-software.example,Software,11-50,UK,Manchester,under £1m,2001,Bootstrapped,Spreadsheet,none,[],False,0
Stonebridge Transport GmbH,stonebridge-transport.example,Logistics,1-10,DE,Berlin,under £1m,2011,Seed,No CRM,under £5k,"[""LinkedIn Ads""]",True,2
Kestrel Systems SAS,kestrel-systems.example,Software,11-50,FR,Paris,£1m-£10m,2007,Series A,Salesforce,none,[],False,0
Nimbus Retail BV,nimbus-retail.example,Retail,51-200,NL,Amsterdam,£10m-£50m,2020,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Pebble Training GmbH,pebble-training.example,Education,1000+,DE,Munich,£250m+,1991,Private equity,HubSpot,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Pinecrest Medical Ltd,pinecrest-medical.example,Healthcare,201-1000,UK,Bristol,£50m-£250m,2021,Series A,No CRM,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,12
Pennine Learning GmbH,pennine-learning.example,Education,51-200,DE,Hamburg,£1m-£10m,2024,Series B,Pipedrive,none,[],False,0
Inkwell Goods Inc,inkwell-goods.example,Retail,51-200,US,New York,£10m-£50m,2021,Series A,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,6
Pennine Goods BV,pennine-goods.example,Retail,1-10,NL,Rotterdam,under £1m,1997,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",False,0
Redwood Couriers Ltd,redwood-couriers.example,Logistics,1-10,UK,London,under £1m,1995,Seed,No CRM,under £5k,"[""Google Ads""]",False,0
Willow Advisory SAS,willow-advisory.example,Professional services,11-50,FR,Lyon,£10m-£50m,1997,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0
Lindenwood Outfitters Inc,lindenwood-outfitters.example,Retail,1-10,US,Austin,under £1m,2023,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0
Fernhill Transport Ltd,fernhill-transport.example,Logistics,11-50,UK,Edinburgh,£1m-£10m,2013,Seed,No CRM,under £5k,"[""Microsoft Ads""]",False,0
Silverline Haulage Inc,silverline-haulage.example,Logistics,11-50,US,Seattle,under £1m,2008,Seed,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,6
Westbrook Market Inc,westbrook-market.example,Retail,11-50,US,Boston,£1m-£10m,2010,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",False,0
Vantage Systems Inc,vantage-systems.example,Software,1-10,US,New York,under £1m,2017,Bootstrapped,HubSpot,none,[],True,2
Kingsway Industries Inc,kingsway-industries.example,Manufacturing,1-10,US,Chicago,under £1m,2019,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Granite Systems GmbH,granite-systems.example,Software,11-50,DE,Hamburg,£1m-£10m,1995,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Emberly Retail SAS,emberly-retail.example,Retail,1-10,FR,Toulouse,under £1m,2021,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Moorland Learning Ltd,moorland-learning.example,Education,11-50,UK,Manchester,under £1m,1997,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Bluebell Learning SAS,bluebell-learning.example,Education,11-50,FR,Paris,£1m-£10m,2019,Series A,Salesforce,none,[],False,0
Ironbridge Wealth Inc,ironbridge-wealth.example,Financial services,1-10,US,Austin,under £1m,2008,Bootstrapped,No CRM,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,4
Quayside Market SAS,quayside-market.example,Retail,1-10,FR,Paris,under £1m,2021,Bootstrapped,No CRM,none,[],False,0
Harbour College Ltd,harbour-college.example,Education,11-50,UK,Birmingham,£1m-£10m,2001,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Valley Accountants SAS,valley-accountants.example,Professional services,1-10,FR,Paris,under £1m,2013,Bootstrapped,Spreadsheet,none,[],False,0
Tidewater Trading SAS,tidewater-trading.example,Retail,1-10,FR,Lille,under £1m,2016,Bootstrapped,Spreadsheet,none,[],True,1
Umber Retail Inc,umber-retail.example,Retail,11-50,US,Boston,£10m-£50m,2006,Seed,Pipedrive,under £5k,"[""TikTok Ads""]",True,2
Thornbury Lending Ltd,thornbury-lending.example,Financial services,1-10,UK,Manchester,under £1m,2022,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0
Oldfield Goods Inc,oldfield-goods.example,Retail,51-200,US,Seattle,£10m-£50m,2012,Series B,Salesforce,under £5k,"[""Meta Ads""]",False,0
Ashford Clinics BV,ashford-clinics.example,Healthcare,1-10,NL,Eindhoven,under £1m,2011,Bootstrapped,Salesforce,none,[],False,0
Lindenwood Logistics Ltd,lindenwood-logistics.example,Logistics,51-200,UK,London,£10m-£50m,1999,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,9
Willow Manufacturing BV,willow-manufacturing.example,Manufacturing,201-1000,NL,Eindhoven,£50m-£250m,1978,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,19
Norfolk Academy BV,norfolk-academy.example,Education,201-1000,NL,Utrecht,£50m-£250m,2006,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,18
Quayside Finance Inc,quayside-finance.example,Financial services,51-200,US,Seattle,£10m-£50m,2017,Bootstrapped,Spreadsheet,none,[],True,10
Orchard Clinics Inc,orchard-clinics.example,Healthcare,201-1000,US,Chicago,£250m+,1972,Series C+,Salesforce,under £5k,"[""LinkedIn Ads""]",True,16
Pebble Tutors GmbH,pebble-tutors.example,Education,51-200,DE,Munich,£10m-£50m,1997,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Kestrel Retail Ltd,kestrel-retail.example,Retail,1000+,UK,Bristol,£250m+,1993,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Cobalt Insurance Inc,cobalt-insurance.example,Financial services,11-50,US,Chicago,£1m-£10m,2014,Seed,Spreadsheet,none,[],False,0
Aurora Market SAS,aurora-market.example,Retail,51-200,FR,Lille,£10m-£50m,2011,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Zephyr Associates Inc,zephyr-associates.example,Professional services,1000+,US,New York,£250m+,2006,Series C+,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,68
Harbour Trading GmbH,harbour-trading.example,Retail,11-50,DE,Hamburg,£1m-£10m,1996,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Quartz Consulting Ltd,quartz-consulting.example,Professional services,11-50,UK,Edinburgh,£1m-£10m,1998,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Westbrook Accountants Ltd,westbrook-accountants.example,Professional services,11-50,UK,Edinburgh,£1m-£10m,2003,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Oldfield Transport Ltd,oldfield-transport.example,Logistics,51-200,UK,Edinburgh,£10m-£50m,1995,Bootstrapped,HubSpot,none,[],True,12
Hawthorn Learning Inc,hawthorn-learning.example,Education,11-50,US,Austin,£1m-£10m,1997,Series B,HubSpot,none,[],False,0
Alder Trading Inc,alder-trading.example,Retail,11-50,US,San Francisco,£1m-£10m,2007,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,3
Silverline Industries BV,silverline-industries.example,Manufacturing,201-1000,NL,Amsterdam,£50m-£250m,1981,Private equity,Spreadsheet,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,22
Pennine Stores Ltd,pennine-stores.example,Retail,1-10,UK,Birmingham,under £1m,2007,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",True,3
Fernhill Recruitment Ltd,fernhill-recruitment.example,Professional services,51-200,UK,Leeds,£10m-£50m,2023,Series B,Pipedrive,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Riverside Dental Inc,riverside-dental.example,Healthcare,1-10,US,Seattle,£1m-£10m,2020,Bootstrapped,HubSpot,none,[],False,0
Greystone Couriers Ltd,greystone-couriers.example,Logistics,11-50,UK,Bristol,£1m-£10m,2007,Bootstrapped,Pipedrive,none,[],True,3
Northwind Engineering Inc,northwind-engineering.example,Manufacturing,51-200,US,Austin,£10m-£50m,2014,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,8
Vantage Software Inc,vantage-software.example,Software,201-1000,US,Chicago,£50m-£250m,1995,Bootstrapped,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Oldfield Associates Inc,oldfield-associates.example,Professional services,201-1000,US,San Francisco,£50m-£250m,2015,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,23
Zephyr Systems Ltd,zephyr-systems.example,Software,51-200,UK,London,£10m-£50m,2015,Series B,Salesforce,none,[],False,0
Falcon Academy Ltd,falcon-academy.example,Education,11-50,UK,Leeds,£1m-£10m,1997,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",True,4
Lantern Market Ltd,lantern-market.example,Retail,1-10,UK,Manchester,under £1m,2017,Series A,HubSpot,none,[],False,0
Alder Associates Ltd,alder-associates.example,Professional services,201-1000,UK,London,£50m-£250m,2005,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Evergreen Lending Ltd,evergreen-lending.example,Financial services,1-10,UK,Manchester,under £1m,1997,Bootstrapped,No CRM,none,[],True,1
Inkwell Trading SAS,inkwell-trading.example,Retail,51-200,FR,Toulouse,£50m-£250m,2014,Series A,Salesforce,under £5k,"[""Google Ads""]",True,11
Upland Couriers Ltd,upland-couriers.example,Logistics,1-10,UK,Edinburgh,under £1m,2009,Bootstrapped,HubSpot,none,[],False,0
Evergreen College SAS,evergreen-college.example,Education,1000+,FR,Paris,£250m+,1984,Public,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,66
Riverside Advisory Ltd,riverside-advisory.example,Professional services,11-50,UK,London,£1m-£10m,1996,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0
Norfolk Works Inc,norfolk-works.example,Manufacturing,51-200,US,Chicago,£10m-£50m,2018,Series A,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Marigold Training Ltd,marigold-training.example,Education,1-10,UK,Bristol,£1m-£10m,2007,Seed,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Redwood Goods Ltd,redwood-goods.example,Retail,51-200,UK,Manchester,£10m-£50m,2017,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Greystone Trading Inc,greystone-trading.example,Retail,11-50,US,San Francisco,£1m-£10m,2005,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,6
Larkspur Recruitment Ltd,larkspur-recruitment.example,Professional services,1-10,UK,Bristol,under £1m,2016,Bootstrapped,Spreadsheet,none,[],False,0
Fernhill Software Inc,fernhill-software.example,Software,11-50,US,Chicago,£1m-£10m,1996,Bootstrapped,HubSpot,none,[],True,3
Tamarind Training Inc,tamarind-training.example,Education,11-50,US,Chicago,under £1m,2012,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Zephyr Consulting GmbH,zephyr-consulting.example,Professional services,201-1000,DE,Hamburg,£50m-£250m,1994,Bootstrapped,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,24
Harbour Industries Inc,harbour-industries.example,Manufacturing,11-50,US,Austin,£1m-£10m,2001,Series A,Salesforce,under £5k,"[""Google Ads""]",True,4
