company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles,emitted_domain,domain_in_companies_csv
Evergreen Finance Inc,evergreen-finance.example,Financial services,51-200,US,Chicago,£50m-£250m,2010,Series B,HubSpot,under £5k,"[""Meta Ads""]",True,12,evergreen-finance.example,True
Quartz Insurance Inc,quartz-insurance.example,Financial services,1-10,US,Chicago,under £1m,2021,Seed,Pipedrive,none,[],False,0,quartz-insurance.example,True
Glenmoor Recruitment Ltd,glenmoor-recruitment.example,Professional services,51-200,UK,Leeds,£10m-£50m,2012,Series A,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,10,glenmoor-recruitment.example,True
Umber Fabrication Inc,umber-fabrication.example,Manufacturing,1-10,US,San Francisco,under £1m,2021,Bootstrapped,HubSpot,none,[],False,0,umber-fabrication.example,True
Greystone Associates Inc,greystone-associates.example,Professional services,51-200,US,Seattle,£10m-£50m,2013,Series B,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,11,greystoneasso-group.example,False
Stonebridge Medical Ltd,stonebridge-medical.example,Healthcare,201-1000,UK,Leeds,£50m-£250m,2013,Series A,Pipedrive,£25k-£100k,"[""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,24,stonebridge-medical.example,True
Pebble Dental Inc,pebble-dental.example,Healthcare,201-1000,US,Seattle,£50m-£250m,2017,Series C+,HubSpot,none,[],False,0,pebble-dental.example,True
Aurora Academy Inc,aurora-academy.example,Education,1000+,US,Austin,£250m+,1965,Private equity,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,75,aurora-academy.example,True
Quartz Accountants Ltd,quartz-accountants.example,Professional services,51-200,UK,Leeds,£10m-£50m,2005,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,9,quartz-accountants.example,True
Clearwater Engineering GmbH,clearwater-engineering.example,Manufacturing,51-200,DE,Berlin,£10m-£50m,2005,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,clearwater-engineering.example,True
Redwood Education BV,redwood-education.example,Education,51-200,NL,Rotterdam,£10m-£50m,2005,Series B,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",True,12,redwood-education.example,True
Pebble Tutors SAS,pebble-tutors.example,Education,11-50,FR,Paris,£1m-£10m,2005,Series A,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,3,pebble-tutors.example,True
Rosewood Logistics BV,rosewood-logistics.example,Logistics,201-1000,NL,Amsterdam,£50m-£250m,1981,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,rosewood-logistics.example,True
Vantage Manufacturing Inc,vantage-manufacturing.example,Manufacturing,1-10,US,Seattle,under £1m,2000,Seed,Pipedrive,under £5k,"[""Microsoft Ads""]",False,0,vantage-manufacturing.example,True
Nettlefield Dental SAS,nettlefield-dental.example,Healthcare,1-10,FR,Paris,under £1m,2002,Bootstrapped,Salesforce,none,[],False,0,nettlefield-dental.example,True
Norfolk Digital GmbH,norfolk-digital.example,Software,11-50,DE,Frankfurt,£1m-£10m,2018,Series A,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,norfolk-digital.example,True
Elmstead Shipping Ltd,elmstead-shipping.example,Logistics,1000+,UK,Birmingham,£50m-£250m,1990,Series C+,No CRM,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,elmsteadship-group.example,False
Northwind Stores BV,northwind-stores.example,Retail,11-50,NL,Utrecht,£1m-£10m,2010,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0,northwind-stores.example,True
Ashford Consulting Inc,ashford-consulting.example,Professional services,1-10,US,Chicago,under £1m,2014,Seed,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,ashfordcons-group.example,False
Upland Lending SAS,upland-lending.example,Financial services,51-200,FR,Lille,£10m-£50m,2015,Series C+,HubSpot,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0,upland-lending.example,True
Driftwood Insurance SAS,driftwood-insurance.example,Financial services,51-200,FR,Toulouse,£50m-£250m,2003,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,driftwoodinsu-group.example,False
Driftwood Dental SAS,driftwood-dental.example,Healthcare,11-50,FR,Lille,£1m-£10m,2018,Seed,Spreadsheet,none,[],False,0,driftwood-dental.example,True
Kestrel Partners Inc,kestrel-partners.example,Financial services,11-50,US,Boston,£1m-£10m,2011,Bootstrapped,No CRM,under £5k,"[""Microsoft Ads""]",True,7,kestrel-partners.example,True
Zephyr Pharma Inc,zephyr-pharma.example,Healthcare,1-10,US,Chicago,under £1m,2001,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0,zephyr-pharma.example,True
Nettlefield Systems Ltd,nettlefield-systems.example,Software,201-1000,UK,Bristol,£50m-£250m,1966,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,23,nettlefield-systems.example,True
Orchard Pharma SAS,orchard-pharma.example,Healthcare,51-200,FR,Paris,£1m-£10m,2001,Series A,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,6,orchard-pharma.example,True
Meridian Industries Ltd,meridian-industries.example,Manufacturing,11-50,UK,Leeds,£1m-£10m,1997,Series A,Pipedrive,none,[],False,0,meridian-industries.example,True
Oldfield Legal BV,oldfield-legal.example,Professional services,201-1000,NL,Amsterdam,£50m-£250m,2022,Private equity,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,oldfield-legal.example,True
Yarrow Goods Ltd,yarrow-goods.example,Retail,201-1000,UK,London,£50m-£250m,1994,Series C+,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,12,yarrow-goods.example,True
Cobalt Accountants SAS,cobalt-accountants.example,Professional services,1000+,FR,Lille,£250m+,1973,Private equity,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,51,cobalt-accountants.example,True
Nettlefield Insurance SAS,nettlefield-insurance.example,Financial services,51-200,FR,Lyon,£10m-£50m,2019,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,9,nettlefield-insurance.example,True
Quartz Consulting Ltd,quartz-consulting.example,Professional services,51-200,UK,Leeds,£10m-£50m,2022,Private equity,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0,quartz-consulting.example,True
Pebble Freight Inc,pebble-freight.example,Logistics,11-50,US,San Francisco,£1m-£10m,1997,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,6,pebble-freight.example,True
Thornbury Trading Inc,thornbury-trading.example,Retail,11-50,US,New York,£1m-£10m,2020,Bootstrapped,Salesforce,none,[],True,2,thornburytrad-group.example,False
Foxglove Health Ltd,foxglove-health.example,Healthcare,201-1000,UK,Bristol,£50m-£250m,2003,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,25,foxgloveheal-group.example,False
Juniper Medical Ltd,juniper-medical.example,Healthcare,11-50,UK,Birmingham,under £1m,2009,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",True,6,juniper-medical.example,True
Highgate Components Ltd,highgate-components.example,Manufacturing,51-200,UK,London,£10m-£50m,2006,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,12,highgate-components.example,True
Larkspur Consulting BV,larkspur-consulting.example,Professional services,1-10,NL,Amsterdam,under £1m,1996,Seed,Pipedrive,under £5k,"[""Google Ads""]",False,0,larkspurcons-group.example,False
Juniper Care Ltd,juniper-care.example,Healthcare,11-50,UK,Bristol,£1m-£10m,2023,Bootstrapped,No CRM,under £5k,"[""Microsoft Ads""]",False,0,junipercare-group.example,False
Elmstead Care GmbH,elmstead-care.example,Healthcare,51-200,DE,Berlin,£10m-£50m,2017,Series A,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,elmstead-care.example,True
Heron Trading Ltd,heron-trading.example,Retail,201-1000,UK,Edinburgh,£50m-£250m,2021,Private equity,Spreadsheet,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,heron-trading.example,True
Falcon Haulage Ltd,falcon-haulage.example,Logistics,201-1000,UK,Birmingham,£50m-£250m,2022,Series B,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,falcon-haulage.example,True
Evergreen Components BV,evergreen-components.example,Manufacturing,1-10,NL,Rotterdam,£1m-£10m,1996,Seed,No CRM,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,1,evergreen-components.example,True
Foxglove Clinics GmbH,foxglove-clinics.example,Healthcare,11-50,DE,Berlin,£1m-£10m,2012,Seed,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,5,foxgloveclin-group.example,False
Jasper Fabrication Ltd,jasper-fabrication.example,Manufacturing,51-200,UK,Leeds,£10m-£50m,2024,Series B,HubSpot,under £5k,"[""Google Ads""]",False,0,jasper-fabrication.example,True
Willow Academy Ltd,willow-academy.example,Education,11-50,UK,Edinburgh,under £1m,2024,Seed,HubSpot,none,[],False,0,willowacad-group.example,False
Foxglove Goods SAS,foxglove-goods.example,Retail,201-1000,FR,Lille,£50m-£250m,1986,Series A,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,24,foxglove-goods.example,True
Norfolk Care Ltd,norfolk-care.example,Healthcare,1000+,UK,London,£250m+,1973,Public,HubSpot,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",False,0,norfolk-care.example,True
Keystone Works Inc,keystone-works.example,Manufacturing,1-10,US,Boston,under £1m,2014,Bootstrapped,Salesforce,under £5k,"[""TikTok Ads""]",False,0,keystone-works.example,True
Pinecrest Data Ltd,pinecrest-data.example,Software,11-50,UK,Edinburgh,£1m-£10m,1998,Bootstrapped,No CRM,none,[],True,5,pinecrest-data.example,True
Hawthorn Transport SAS,hawthorn-transport.example,Logistics,11-50,FR,Paris,£1m-£10m,2018,Bootstrapped,Pipedrive,none,[],True,3,hawthorn-transport.example,True
Umber Clinics Ltd,umber-clinics.example,Healthcare,201-1000,UK,Leeds,£50m-£250m,2015,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,14,umber-clinics.example,True
Zephyr Labs Ltd,zephyr-labs.example,Software,51-200,UK,London,£10m-£50m,2003,Series B,HubSpot,under £5k,"[""Google Ads""]",False,0,zephyr-labs.example,True
Emberly Data Inc,emberly-data.example,Software,51-200,US,Austin,£10m-£50m,2011,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,12,emberly-data.example,True
Oakridge Care Ltd,oakridge-care.example,Healthcare,1-10,UK,Leeds,under £1m,2012,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0,oakridge-care.example,True
Pebble Lending Ltd,pebble-lending.example,Financial services,51-200,UK,Bristol,£10m-£50m,2016,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,11,pebble-lending.example,True
Pebble Engineering Ltd,pebble-engineering.example,Manufacturing,11-50,UK,Birmingham,£1m-£10m,2002,Seed,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,pebble-engineering.example,True
Kestrel Works Ltd,kestrel-works.example,Manufacturing,1-10,UK,Edinburgh,under £1m,2004,Bootstrapped,Spreadsheet,none,[],False,0,kestrel-works.example,True
Kingsway College Inc,kingsway-college.example,Education,1-10,US,Seattle,under £1m,2019,Bootstrapped,Spreadsheet,none,[],False,0,kingsway-college.example,True
Highgate Software Ltd,highgate-software.example,Software,1-10,UK,London,£1m-£10m,2016,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0,highgate-software.example,True
Cedar Software SAS,cedar-software.example,Software,201-1000,FR,Toulouse,£250m+,1976,Series C+,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,20,cedar-software.example,True
Marigold Shipping Ltd,marigold-shipping.example,Logistics,201-1000,UK,Birmingham,£50m-£250m,2022,Private equity,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,marigold-shipping.example,True
Kestrel Clinics Inc,kestrel-clinics.example,Healthcare,1-10,US,Chicago,under £1m,2017,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,kestrel-clinics.example,True
Quayside Digital Inc,quayside-digital.example,Software,1-10,US,Boston,under £1m,2012,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",False,0,quaysidedigi-group.example,False
Kestrel Consulting BV,kestrel-consulting.example,Professional services,51-200,NL,Eindhoven,£10m-£50m,2001,Series B,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,kestrel-consulting.example,True
Kelvin Recruitment SAS,kelvin-recruitment.example,Professional services,51-200,FR,Paris,£10m-£50m,1998,Seed,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,kelvin-recruitment.example,True
Kelvin Medical SAS,kelvin-medical.example,Healthcare,51-200,FR,Toulouse,£10m-£50m,2010,Series B,Salesforce,under £5k,"[""Meta Ads""]",True,11,kelvin-medical.example,True
Ironbridge Medical Ltd,ironbridge-medical.example,Healthcare,1000+,UK,Edinburgh,£250m+,1983,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",True,68,ironbridge-medical.example,True
Norfolk Partners Ltd,norfolk-partners.example,Financial services,1-10,UK,Manchester,under £1m,2023,Seed,HubSpot,none,[],True,3,norfolk-partners.example,True
Dunmore Recruitment Ltd,dunmore-recruitment.example,Professional services,201-1000,UK,Leeds,£50m-£250m,1997,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,26,dunmore-recruitment.example,True
Westbrook Labs BV,westbrook-labs.example,Software,11-50,NL,Eindhoven,£1m-£10m,1996,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,westbrook-labs.example,True
Aurora Trading Ltd,aurora-trading.example,Retail,51-200,UK,Edinburgh,£10m-£50m,2024,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,8,auroratrad-group.example,False
Kingsway Freight Ltd,kingsway-freight.example,Logistics,11-50,UK,Manchester,£1m-£10m,2009,Series A,HubSpot,under £5k,"[""LinkedIn Ads""]",True,3,kingswayfrei-group.example,False
Ironbridge Industries BV,ironbridge-industries.example,Manufacturing,11-50,NL,Amsterdam,£1m-£10m,2023,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0,ironbridge-industries.example,True
Lindenwood Couriers Ltd,lindenwood-couriers.example,Logistics,1-10,UK,London,under £1m,2008,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,lindenwoodcour-group.example,False
Vantage Education SAS,vantage-education.example,Education,51-200,FR,Paris,£10m-£50m,2014,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,vantage-education.example,True
Oldfield Partners SAS,oldfield-partners.example,Financial services,11-50,FR,Lille,£1m-£10m,2009,Series A,HubSpot,under £5k,"[""Meta Ads""]",False,0,oldfieldpart-group.example,False
Kelvin Software Ltd,kelvin-software.example,Software,201-1000,UK,Bristol,£50m-£250m,1994,Private equity,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,13,kelvin-software.example,True
Tamarind College Inc,tamarind-college.example,Education,1-10,US,Austin,under £1m,2010,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,4,tamarind-college.example,True
Bramble Shipping BV,bramble-shipping.example,Logistics,201-1000,NL,Eindhoven,£50m-£250m,2021,Series C+,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0,bramble-shipping.example,True
Silverline Recruitment BV,silverline-recruitment.example,Professional services,1000+,NL,Amsterdam,£250m+,1983,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0,silverline-recruitment.example,True
Silverline Legal GmbH,silverline-legal.example,Professional services,1000+,DE,Berlin,£250m+,2005,Public,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,63,silverline-legal.example,True
Highgate Education Inc,highgate-education.example,Education,1-10,US,Boston,under £1m,2012,Seed,Pipedrive,under £5k,"[""LinkedIn Ads""]",True,1,highgateeduc-group.example,False
Beacon Pharma GmbH,beacon-pharma.example,Healthcare,11-50,DE,Berlin,£1m-£10m,2001,Seed,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,beacon-pharma.example,True
Pebble Market Inc,pebble-market.example,Retail,11-50,US,New York,£1m-£10m,1998,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,pebble-market.example,True
Ironbridge Digital Ltd,ironbridge-digital.example,Software,51-200,UK,Bristol,£10m-£50m,2016,Series A,HubSpot,none,[],True,11,ironbridge-digital.example,True
Pinecrest Training Ltd,pinecrest-training.example,Education,201-1000,UK,Leeds,£250m+,1996,Series C+,HubSpot,£25k-£100k,"[""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,27,pinecrest-training.example,True
Valley Goods Inc,valley-goods.example,Retail,51-200,US,Seattle,£10m-£50m,2010,Series A,Salesforce,under £5k,"[""Meta Ads""]",True,9,valley-goods.example,True
Dovecote Retail Ltd,dovecote-retail.example,Retail,1-10,UK,Manchester,under £1m,2001,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0,dovecote-retail.example,True
Lantern Freight BV,lantern-freight.example,Logistics,11-50,NL,Amsterdam,£1m-£10m,2011,Bootstrapped,Salesforce,none,[],False,0,lantern-freight.example,True
Norfolk Transport Ltd,norfolk-transport.example,Logistics,11-50,UK,Manchester,£1m-£10m,2011,Seed,HubSpot,under £5k,"[""Microsoft Ads""]",False,0,norfolktran-group.example,False
Aurora Haulage SAS,aurora-haulage.example,Logistics,51-200,FR,Lyon,£10m-£50m,2009,Series A,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,aurora-haulage.example,True
Norfolk Advisory Inc,norfolk-advisory.example,Professional services,11-50,US,San Francisco,£1m-£10m,2005,Series A,Salesforce,none,[],False,0,norfolk-advisory.example,True
Harbour Learning Ltd,harbour-learning.example,Education,201-1000,UK,Bristol,£50m-£250m,1975,Series C+,HubSpot,none,[],True,21,harbourlear-group.example,False
Ivywood Pharma SAS,ivywood-pharma.example,Healthcare,1000+,FR,Toulouse,£250m+,1988,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,74,ivywood-pharma.example,True
Larkspur Learning SAS,larkspur-learning.example,Education,201-1000,FR,Lille,£50m-£250m,1984,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,23,larkspur-learning.example,True
Emberly Legal BV,emberly-legal.example,Professional services,51-200,NL,Rotterdam,£10m-£50m,2017,Series B,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,emberlylega-group.example,False
Glenmoor Lending Ltd,glenmoor-lending.example,Financial services,11-50,UK,London,£1m-£10m,2015,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,glenmoor-lending.example,True
Emberly Components Ltd,emberly-components.example,Manufacturing,51-200,UK,Manchester,£10m-£50m,1996,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,8,emberly-components.example,True
